RANK,ID,BACKGROUND,FUR,CLOTHES,EYES,MOUTH,HATS,EARRING,BACKGROUND Rarity,FUR Rarity,CLOTHES Rarity,EYES Rarity,MOUTH Rarity,HATS Rarity,EARRING Rarity,Total Statistical Rarity
406,2746,Solana,Cheetah,Leather Punk Jacket,Wide Eyed,Jovial,Cowboy Hat,Gold Hoop,100.000000000000000,4.482586235627400,2.149641726378940,5.032494584235960,3.132811198133640,3.732711214797530,4.799200133311110,272148.238726157000000
407,4630,Solana,Cream,Blue Dress,Holographic,Bored Unshaven,Army Hat,Gold Hoop,100.000000000000000,7.382102982836190,0.799866688885186,2.066322279620060,14.480919846692200,3.216130644892520,4.799200133311110,272705.854389214000000
408,1092,Solana,Black,Tanktop,Holographic,Small Grin,Stuntman Helmet,Silver Hoop,100.000000000000000,10.631561406432300,2.049658390268290,2.066322279620060,2.766205632394600,2.099650058323610,10.464922512914500,273680.586339924000000
409,2456,Solana,Death Bot,Toga,Coins,Bored,Bandana Blue,Silver Hoop,100.000000000000000,1.999666722212960,1.983002832861190,3.732711214797530,16.097317113814400,1.099816697217130,10.464922512914500,274230.130840469000000
410,4542,Solana,Golden Brown,Lumberjack Shirt,Bloodshot,Jovial,Prussian Helmet,Silver Stud,100.000000000000000,8.281953007832030,1.766372271288120,8.031994667555410,3.132811198133640,0.983169471754708,7.615397433761040,275609.125197364000000
411,2236,Solana,Noise,Prom Dress,Bored,Bored,Sushi Chef Headband,Diamond Stud,100.000000000000000,2.182969505082490,1.033161139810030,21.829695050824900,16.097317113814400,1.833027828695220,1.899683386102320,275973.373941843000000
412,1060,Solana,Noise,Lumberjack Shirt,Sunglasses,Bored,Bowler,Gold Stud,100.000000000000000,2.182969505082490,1.766372271288120,3.199466755540740,16.097317113814400,3.166138976837190,4.399266788868520,276612.169734764000000
413,3256,Solana,Tan,Leather Punk Jacket,Scumbag,Bored,Laurel Wreath,Gold Hoop,100.000000000000000,5.999000166638890,2.149641726378940,2.799533411098150,16.097317113814400,0.999833361106482,4.799200133311110,278856.387396619000000
414,1834,Solana,Cheetah,Spacesuit,Wide Eyed,Bored Solana,S&M Hat,Gold Hoop,100.000000000000000,4.482586235627400,0.983169471754708,5.032494584235960,8.398600233294450,3.132811198133640,4.799200133311110,280059.524735639000000
415,3503,Solana,Robot,Prom Dress,Coins,Grin,Police Morotcycle Helmet,EMPTY,100.000000000000000,3.049491751374770,1.033161139810030,3.732711214797530,3.849358440259960,0.883186135644059,70.121646392268000,280357.783369986000000
416,5788,Solana,Cream,Sailor Shirt,Blindfold,Phoneme L,Cowboy Hat,Gold Hoop,100.000000000000000,7.382102982836190,3.199466755540740,2.532911181469760,2.616230628228630,3.732711214797530,4.799200133311110,280379.941489052000000
417,1405,Solana,Red,Black T,Bloodshot,Bored Unshaved Pipe,Girl Hair Short,Silver Hoop,100.000000000000000,5.249125145809030,2.866188968505250,8.031994667555410,0.899850024995834,2.466255624062660,10.464922512914500,280646.349355343000000
418,1323,Solana,White,Black Holes T,Bored,Small Grin,Bowler,Diamond Stud,100.000000000000000,3.766038993501080,2.066322279620060,21.829695050824900,2.766205632394600,3.166138976837190,1.899683386102320,282635.168008243000000
419,3587,Solana,Blue,Black T,Bored,Phoneme L,Vietnam Era Helmet,Diamond Stud,100.000000000000000,4.699216797200470,2.866188968505250,21.829695050824900,2.616230628228630,1.949675054157640,1.899683386102320,284903.284340685000000
420,3930,Solana,Golden Brown,Sleeveless Logo T,Angry,Dumbfounded,Safari,Gold Hoop,100.000000000000000,8.281953007832030,2.132977837027160,4.699216797200470,3.549408431928010,2.016330611564740,4.799200133311110,285122.288128959000000
421,2685,Solana,Blue,Work Vest,Blindfold,Dumbfounded,Safari,Silver Hoop,100.000000000000000,4.699216797200470,3.216130644892520,2.532911181469760,3.549408431928010,2.016330611564740,10.464922512914500,286703.412487627000000
422,5669,Solana,Grey,Bone Tee,Zombie,Bored,Stuntman Helmet,Gold Hoop,100.000000000000000,4.782536243959340,1.749708381936340,2.116313947675390,16.097317113814400,2.099650058323610,4.799200133311110,287258.782499739000000
423,691,Solana,Blue,Tuxedo Tee,Blindfold,Bored Unshaven Party Horn,Bunny Ears,EMPTY,100.000000000000000,4.699216797200470,1.949675054157640,2.532911181469760,0.899850024995834,1.966338943509420,70.121646392268000,287930.913888234000000
424,2721,Solana,Trippy,Guayabera,Crazy,Bored Pizza,Fez,EMPTY,100.000000000000000,1.166472254624230,1.816363939343440,4.365939010164970,1.049825029161810,4.232627895350770,70.121646392268000,288226.604767950000000
425,1927,Solana,Blue,Stunt Jacket,Heart,Grin,Commie Hat,Silver Stud,100.000000000000000,4.699216797200470,1.699716713881020,3.816030661556410,3.849358440259960,3.232794534244290,7.615397433761040,288850.359048313000000
426,1104,Solana,Black,Caveman Pelt,Closed,Bored Unshaven Cigarette,Safari,Gold Hoop,100.000000000000000,10.631561406432300,0.966505582402933,6.865522412931180,4.232627895350770,2.016330611564740,4.799200133311110,288945.345118181000000
427,4301,Solana,Blue,Leather Jacket,Wide Eyed,Dumbfounded,Fez,Gold Hoop,100.000000000000000,4.699216797200470,1.699716713881020,5.032494584235960,3.549408431928010,4.232627895350770,4.799200133311110,289814.606743665000000
428,4810,Solana,Tan,Basc T Red,Sad,Bored Solana,Faux Hawk,Gold Hoop,100.000000000000000,5.999000166638890,2.149641726378940,5.699050158306950,8.398600233294450,0.983169471754708,4.799200133311110,291240.382240630000000
429,3379,Solana,Death Bot,Basc T Black,Closed,Jovial,Sea Capitan Hat,Silver Hoop,100.000000000000000,1.999666722212960,2.216297283786040,6.865522412931180,3.132811198133640,2.949508415264120,10.464922512914500,294224.681783772000000
430,1088,Solana,Gold,Leather Punk Jacket,Bored,Bored Unshaven Cigarette,Vietnam Era Helmet,Silver Stud,100.000000000000000,0.999833361106482,2.149641726378940,21.829695050824900,4.232627895350770,1.949675054157640,7.615397433761040,294853.491056573000000
431,467,Solana,Tan,Sleeveless T,Crazy,Bored Bubblegum,Beanie,Silver Hoop,100.000000000000000,5.999000166638890,3.066155640726550,4.365939010164970,0.616563906015664,5.699050158306950,10.464922512914500,295302.639179597000000
432,798,Solana,Zombie,Smoking Jacket,3D,Bored Unshaven Cigarette,Seaman Hat,Gold Hoop,100.000000000000000,2.699550074987500,2.149641726378940,5.332444592567910,4.232627895350770,4.699216797200470,4.799200133311110,295384.876019595000000
433,5200,Solana,Golden Brown,Hawaiian,Bored,Bored Unshaven Pizza,Kings Crown,Silver Stud,100.000000000000000,8.281953007832030,1.883019496750540,21.829695050824900,1.266455590734880,0.899850024995834,7.615397433761040,295452.670275788000000
434,264,Solana,Noise,Black T,Heart,Boerd Unshaven Bubblegum,Spinner Hat,EMPTY,100.000000000000000,2.182969505082490,2.866188968505250,3.816030661556410,0.849858356940510,2.082986168971840,70.121646392268000,296380.334983213000000
435,1605,Solana,White,Sailor Shirt,Sad,Bored Unshaven Kazoo,Beanie,Silver Stud,100.000000000000000,3.766038993501080,3.199466755540740,5.699050158306950,0.999833361106482,5.699050158306950,7.615397433761040,297980.311502440000000
436,1767,Solana,Brown,Caveman Pelt,Hypnotized,Tongue Out,Party Hat 2,EMPTY,100.000000000000000,12.747875354107600,0.966505582402933,1.949675054157640,1.966338943509420,0.899850024995834,70.121646392268000,298047.187598473000000
437,3308,Solana,White,Black Holes T,X Eyes,Phoneme L,Party Hat,EMPTY,100.000000000000000,3.766038993501080,2.066322279620060,1.716380603232790,2.616230628228630,1.216463922679550,70.121646392268000,298073.819126491000000
438,2370,Solana,Tan,Lumberjack Shirt,Holographic,Phoneme Ooo,Faux Hawk,EMPTY,100.000000000000000,5.999000166638890,1.766372271288120,2.066322279620060,1.983002832861190,0.983169471754708,70.121646392268000,299338.787225991000000
439,5528,Solana,Blue,Admirals Coat,Eyepatch,Bored Solana,Sea Capitan Hat,Silver Stud,100.000000000000000,4.699216797200470,1.166472254624230,2.899516747208800,8.398600233294450,2.949508415264120,7.615397433761040,299829.692184345000000
440,5115,Solana,Zombie,Tie Dye,Bored,Bored,Prussian Helmet,Diamond Stud,100.000000000000000,2.699550074987500,1.699716713881020,21.829695050824900,16.097317113814400,0.983169471754708,1.899683386102320,301147.117626520000000
441,5756,Solana,Black,Basc T Black,Sunglasses,Bored Solana,Girls Pink Hair,Gold Stud,100.000000000000000,10.631561406432300,2.216297283786040,3.199466755540740,8.398600233294450,1.083152807865360,4.399266788868520,301702.985499207000000
442,4352,Solana,Dark Brown,Hawaiian,Robot,Bored Pizza,Empty,Diamond Stud,100.000000000000000,13.164472587902000,1.883019496750540,3.249458423596070,1.049825029161810,18.796867188801900,1.899683386102320,301962.412158873000000
443,575,Solana,Cream,Hawaiian,Eyepatch,Bored Solana,Seaman Hat,Diamond Stud,100.000000000000000,7.382102982836190,1.883019496750540,2.899516747208800,8.398600233294450,4.699216797200470,1.899683386102320,302185.870224346000000
444,2038,Solana,Pink,Bandolier,Sunglasses,Bored Unshaven,Police Morotcycle Helmet,Silver Stud,100.000000000000000,4.999166805532410,1.949675054157640,3.199466755540740,14.480919846692200,0.883186135644059,7.615397433761040,303723.524340509000000
445,4407,Solana,Golden Brown,Tuxedo Tee,Bloodshot,Phoneme Ooo,Girl Hair Short,Gold Hoop,100.000000000000000,8.281953007832030,1.949675054157640,8.031994667555410,1.983002832861190,2.466255624062660,4.799200133311110,304402.834880194000000
446,3725,Solana,Robot,Tie Dye,Eyepatch,Bored Bubblegum,Seaman Hat,EMPTY,100.000000000000000,3.049491751374770,1.699716713881020,2.899516747208800,0.616563906015664,4.699216797200470,70.121646392268000,305341.132968839000000
447,3681,Solana,Tan,Stripped Tee,Sleepy,Tongue Out,Horns,Gold Stud,100.000000000000000,5.999000166638890,4.199300116647230,6.815530744875850,1.966338943509420,2.066322279620060,4.399266788868520,306896.692738553000000
448,4491,Solana,Brown,Bone Necklace,Hypnotized,Dumbfounded,Basc Flipped Brim,Silver Stud,100.000000000000000,12.747875354107600,1.483086152307950,1.949675054157640,3.549408431928010,3.082819530078320,7.615397433761040,307158.879658510000000
449,144,Solana,Cheetah,Tie Dye,Coins,Bored Unshaven Pizza,Trippy Captains Hat,EMPTY,100.000000000000000,4.482586235627400,1.699716713881020,3.732711214797530,1.266455590734880,1.216463922679550,70.121646392268000,307235.144558848000000
450,888,Solana,Black,Basc T Red,Blue Beams,Bored Solana,Bunny Ears,EMPTY,100.000000000000000,10.631561406432300,2.149641726378940,0.116647225462423,8.398600233294450,1.966338943509420,70.121646392268000,308713.017908265000000
451,3599,Solana,Black,Vietnam Jacket,Crazy,Rage,Stuntman Helmet,Gold Hoop,100.000000000000000,10.631561406432300,2.032994500916510,4.365939010164970,3.249458423596070,2.099650058323610,4.799200133311110,308985.204689528000000
452,3490,Solana,Black,Cowboy Shirt,Cyborg,Bored,Seaman Hat,Gold Hoop,100.000000000000000,10.631561406432300,0.766538910181636,1.049825029161810,16.097317113814400,4.699216797200470,4.799200133311110,310596.116839349000000
453,5662,Solana,Black,Hip Hop,Sleepy,Discomfort,Army Hat,Silver Stud,100.000000000000000,10.631561406432300,0.916513914347609,6.815530744875850,1.916347275454090,3.216130644892520,7.615397433761040,311699.614429376000000
454,2957,Solana,Grey,Biker Vest,Angry,Bored Solana,Faux Hawk,Silver Stud,100.000000000000000,4.782536243959340,2.216297283786040,4.699216797200470,8.398600233294450,0.983169471754708,7.615397433761040,313212.894919777000000
455,2390,Solana,Cheetah,Kings Robe,Coins,Bored Solana,Bunny Ears,Silver Hoop,100.000000000000000,4.482586235627400,1.083152807865360,3.732711214797530,8.398600233294450,1.966338943509420,10.464922512914500,313216.103040257000000
456,4012,Solana,Black,Kings Robe,Angry,Small Grin,Irish Boho,Silver Hoop,100.000000000000000,10.631561406432300,1.083152807865360,4.699216797200470,2.766205632394600,1.999666722212960,10.464922512914500,313249.481573739000000
457,403,Solana,Red,Smoking Jacket,Angry,Grin,Safari,Silver Stud,100.000000000000000,5.249125145809030,2.149641726378940,4.699216797200470,3.849358440259960,2.016330611564740,7.615397433761040,313415.998918517000000
458,1802,Solana,Pink,Puffy Vest,Wide Eyed,Jovial,Bunny Ears,Silver Hoop,100.000000000000000,4.999166805532410,1.933011164805870,5.032494584235960,3.132811198133640,1.966338943509420,10.464922512914500,313504.606548200000000
459,3255,Solana,Brown,Prison Jumpsuit,Hypnotized,Grin,Horns,Silver Stud,100.000000000000000,12.747875354107600,2.082986168971840,1.949675054157640,3.849358440259960,2.066322279620060,7.615397433761040,313592.317354723000000
460,3050,Solana,Dmt,Basc T Black,Holographic,Bored Unshaven Kazoo,Beanie,EMPTY,100.000000000000000,1.716380603232790,2.216297283786040,2.066322279620060,0.999833361106482,5.699050158306950,70.121646392268000,314066.690271376000000
461,2514,Solana,Robot,Tanktop,Closed,Bored Dagger,Bandana Blue,EMPTY,100.000000000000000,3.049491751374770,2.049658390268290,6.865522412931180,0.949841693051158,1.099816697217130,70.121646392268000,314344.726511854000000
462,4051,Solana,Red,Admirals Coat,Holographic,Small Grin,Empty,Gold Hoop,100.000000000000000,5.249125145809030,1.166472254624230,2.066322279620060,2.766205632394600,18.796867188801900,4.799200133311110,315717.164590687000000
463,554,Solana,Tan,Pimp Coat,Closed,Phoneme Ooo,Halo,Silver Hoop,100.000000000000000,5.999000166638890,1.316447258790200,6.865522412931180,1.983002832861190,2.832861189801700,10.464922512914500,318742.939900037000000
464,2157,Solana,Robot,Basc T Red,Bored,Phoneme Oh,Prussian Helmet,Silver Hoop,100.000000000000000,3.049491751374770,2.149641726378940,21.829695050824900,2.166305615730710,0.983169471754708,10.464922512914500,318952.009562687000000
465,2698,Solana,Cream,Cowboy Shirt,Eyepatch,Bored Unshaved Pipe,Basc Flipped Brim,EMPTY,100.000000000000000,7.382102982836190,0.766538910181636,2.899516747208800,0.899850024995834,3.082819530078320,70.121646392268000,319161.329101900000000
466,4620,Solana,Tan,Bandolier,Zombie,Jovial,Fisherman Hat,Silver Hoop,100.000000000000000,5.999000166638890,1.949675054157640,2.116313947675390,3.132811198133640,3.949341776370600,10.464922512914500,320491.238860112000000
467,1920,Solana,White,Sailor Shirt,Robot,Small Grin,Halo,Silver Hoop,100.000000000000000,3.766038993501080,3.199466755540740,3.249458423596070,2.766205632394600,2.832861189801700,10.464922512914500,321084.374896633000000
468,690,Solana,Zombie,Leather Jacket,Bloodshot,Bored Bubblegum,Safari,EMPTY,100.000000000000000,2.699550074987500,1.699716713881020,8.031994667555410,0.616563906015664,2.016330611564740,70.121646392268000,321279.702867505000000
469,1910,Solana,Dark Brown,Caveman Pelt,Eyepatch,Dumbfounded,Commie Hat,Silver Stud,100.000000000000000,13.164472587902000,0.966505582402933,2.899516747208800,3.549408431928010,3.232794534244290,7.615397433761040,322374.072749250000000
470,5946,Solana,Robot,Toga,Sad,Phoneme Wah,Empty,Gold Stud,100.000000000000000,3.049491751374770,1.983002832861190,5.699050158306950,1.133144475920680,18.796867188801900,4.399266788868520,322926.983500352000000
471,4086,Solana,Grey,Puffy Vest,Crazy,Dumbfounded,Seaman Hat,Gold Hoop,100.000000000000000,4.782536243959340,1.933011164805870,4.365939010164970,3.549408431928010,4.699216797200470,4.799200133311110,323087.842485439000000
472,1121,Solana,Brown,Work Vest,Coins,Bored Unshaven Party Horn,Basc Flipped Brim,Silver Stud,100.000000000000000,12.747875354107600,3.216130644892520,3.732711214797530,0.899850024995834,3.082819530078320,7.615397433761040,323300.733694394000000
473,477,Solana,Dark Brown,Basc T Black,Heart,Tongue Out,Basc Flipped Brim,Gold Hoop,100.000000000000000,13.164472587902000,2.216297283786040,3.816030661556410,1.966338943509420,3.082819530078320,4.799200133311110,323905.764738358000000
474,3336,Solana,Golden Brown,Bandolier,Robot,Bored Cigar,Fez,Silver Stud,100.000000000000000,8.281953007832030,1.949675054157640,3.249458423596070,1.916347275454090,4.232627895350770,7.615397433761040,324102.856171075000000
475,4892,Solana,Robot,Bandolier,Coins,Phoneme Wah,Baby Bonet,EMPTY,100.000000000000000,3.049491751374770,1.949675054157640,3.732711214797530,1.133144475920680,1.849691718046990,70.121646392268000,326175.120764952000000
476,5472,Solana,Red,Sailor Shirt,Heart,Bored Dagger,Ww2 Pilot Helm,EMPTY,100.000000000000000,5.249125145809030,3.199466755540740,3.816030661556410,0.949841693051158,0.766538910181636,70.121646392268000,327200.472941006000000
477,4108,Solana,Dmt,Vietnam Jacket,Crazy,Phoneme Vuh,Faux Hawk,EMPTY,100.000000000000000,1.716380603232790,2.032994500916510,4.365939010164970,3.116147308781870,0.983169471754708,70.121646392268000,327284.874962931000000
478,3304,Solana,Noise,Bone Tee,Crazy,Phoneme Vuh,Party Hat 2,EMPTY,100.000000000000000,2.182969505082490,1.749708381936340,4.365939010164970,3.116147308781870,0.899850024995834,70.121646392268000,327892.303655298000000
479,2478,Solana,Golden Brown,Work Vest,Closed,Grin Gold Grill,Fisherman Hat,Gold Stud,100.000000000000000,8.281953007832030,3.216130644892520,6.865522412931180,1.033161139810030,3.949341776370600,4.399266788868520,328256.334462901000000
480,3883,Solana,Pink,Navy Stripped T,Heart,Small Grin,Horns,Silver Hoop,100.000000000000000,4.999166805532410,2.882852857857020,3.816030661556410,2.766205632394600,2.066322279620060,10.464922512914500,328965.607930463000000
481,195,Solana,Robot,Prom Dress,Zombie,Grin,Sushi Chef Headband,EMPTY,100.000000000000000,3.049491751374770,1.033161139810030,2.116313947675390,3.849358440259960,1.833027828695220,70.121646392268000,329902.142324689000000
482,5004,Solana,Black,Biker Vest,Robot,Jovial,S&M Hat,Gold Stud,100.000000000000000,10.631561406432300,2.216297283786040,3.249458423596070,3.132811198133640,3.132811198133640,4.399266788868520,330586.257424478000000
